,OSOURCE,STATE,ZIP,CLUSTER,HOMEOWNR,GENDER,DATASRCE,SOLIH,VETERANS,RFA_2,RFA_2R,GEOCODE2,DOMAIN_A,DOMAIN_B
11481,DRK,CA,90502,20,U,F,3,,,L1F,L,A,S,2
11482,DRK,WI,53214,5,U,M,3,,Y,L1E,L,B,U,2
11483,LKE,OTHER,85710,26,U,M,2,,,L3G,L,B,C,2
11484,MBC,NC,28777,51,U,F,3,,,L2F,L,D,R,3
11485,SSS,CA,90035,3,H,F,2,,,L3E,L,A,U,1
11486,IMP,FL,32025,40,U,M,3,,,L1E,L,D,R,2
11487,SYN,TX,79768,39,H,F,2,,Y,L3G,L,C,T,2
11488,PLU,WA,98056,15,U,M,1,,Y,L2F,L,A,S,1
11489,L04,NC,28712,36,U,F,2,,,L3F,L,D,T,2
11490,L21,OTHER,38301,36,U,F,3,,,L3F,L,C,T,2
11491,L04,CA,91932,16,U,F,3,,,L1F,L,A,S,2
11492,PLU,CA,91607,30,U,M,3,,,L1E,L,A,C,3
11493,IMP,NC,27850,47,U,M,1,,,L4D,L,C,R,2
11494,L25,MI,49938,41,H,M,3,,,L3E,L,D,T,3
11495,LEO,CA,90723,9,H,F,3,,Y,L1E,L,A,U,3
11496,NSH,OTHER,85258,23,H,F,3,,,L1F,L,A,C,1
11497,MBC,MI,48658,51,U,M,2,,,L1G,L,D,R,3
11498,SLF,CA,92024,11,H,M,3,,,L1F,L,A,S,1
11499,,OTHER,55425,11,H,F,3,,,L1G,L,A,S,1
11500,ALZ,OTHER,88211,36,H,M,2,,,L2G,L,D,T,2
11501,BHG,CA,95376,35,H,F,2,,,L1F,L,B,T,1
11502,AMB,OTHER,84104,31,H,F,2,,,L1F,L,B,C,3
11503,MBC,OTHER,68354,51,U,F,1,,Y,L1E,L,D,R,3
11504,ANN,MI,49961,45,U,F,3,,,L2E,L,D,R,2
11505,BHG,OTHER,29212,12,H,F,3,,,L1F,L,B,S,1
11506,GRI,OTHER,68763,45,U,F,1,,,L2F,L,D,R,2
11507,FRM,CA,91764,8,H,F,2,,,L2E,L,A,U,3
11508,NAS,OTHER,73115,21,H,F,3,,,L4E,L,B,S,3
11509,L01,CA,94577,7,U,F,3,,,L4G,L,A,U,2
11510,RPH,MO,65802,39,U,F,3,,,L3E,L,B,T,2
11511,ALD,OTHER,73716,45,U,M,2,,,L1F,L,D,R,2
11512,SAT,IL,60482,20,U,,3,,,L4D,L,A,S,2
11513,HCC,OTHER,72801,36,U,M,3,,,L1G,L,D,T,2
11514,AML,TX,78332,52,U,M,2,,,L1F,L,D,R,3
11515,AGR,MI,48124,16,H,M,2,,,L1F,L,A,S,2
11516,MBC,WI,53716,34,U,F,3,,,L1F,L,B,T,1
11517,HER,OTHER,51245,45,U,F,2,,,L3D,L,D,R,2
11518,SYN,NC,27522,24,H,M,1,,,L3E,L,D,C,1
11519,TVH,NC,28428-,38,H,M,2,,Y,L1F,L,C,T,2
11520,FRC,CA,92024,3,U,F,3,,,L4F,L,A,U,1
11521,COK,OTHER,66502,27,H,M,3,,,L2F,L,C,C,2
11522,MAT,CA,90068,3,H,F,3,,Y,L2G,L,A,U,1
11523,DEL,OTHER,55079,44,H,M,2,,Y,L1F,L,A,R,2
11524,KNG,OTHER,85018-,14,U,,3,,,L1F,L,A,S,1
11525,AML,IN,46614,24,U,,3,,,L3E,L,B,C,1
11526,MCO,FL,33404,32,H,F,3,,,L1F,L,B,C,3
11527,,OTHER,59226,41,U,M,3,12,,L1F,L,D,T,3
11528,BHG,IL,62859-,43,H,M,3,,,L1G,L,D,R,2
11529,DDA,CA,95670-,14,U,F,3,,,L3E,L,B,S,1
11530,IMP,TX,75019,35,U,F,3,,,L2F,L,A,T,1
11531,AMB,OTHER,70117,9,H,F,2,,Y,L4D,L,B,U,3
11532,HOS,IL,60609,10,U,F,3,,,L1F,L,A,U,4
11533,MCC,CA,93611,18,H,F,2,,,L4D,L,B,S,2
11534,FOR,OTHER,29611,30,H,F,2,,,L2E,L,B,C,3
11535,LAK,WA,98632-,10,U,F,3,,,L3E,L,C,U,4
11536,CLP,IN,47362,36,U,F,3,,,L1F,L,D,T,2
11537,STR,OTHER,68138,18,H,F,3,,,L1E,L,B,S,2
11538,SYN,CA,91006,13,H,F,2,,,L1G,L,A,S,1
11539,IMP,WA,99352,40,U,F,3,12,,L2E,L,C,R,2
11540,IMP,CA,94403,3,H,F,1,,,L1G,L,A,U,1
11541,HJR,CA,93215,52,H,F,3,,,L1F,L,B,R,3
11542,AML,OTHER,68620,45,U,F,3,,,L3E,L,D,R,2
11543,BHG,WA,99352,27,H,F,3,,,L1F,L,C,C,2
11544,ESN,OTHER,68731,39,U,M,2,,,L1F,L,C,T,2
11545,MBC,FL,32547-,25,H,F,3,,,L2E,L,C,C,2
11546,AUD,IL,60707,8,U,M,1,,,L1F,L,A,U,3
11547,BHG,OTHER,85033,18,H,F,2,,,L3F,L,A,S,2
11548,AGR,OTHER,39452,43,U,F,3,,,L2F,L,D,R,2
11549,YKA,CA,92110,3,H,U,3,,,L1F,L,A,U,1
11550,LEO,WA,98535,48,U,F,3,,,L3F,L,C,R,2
11551,APP,OTHER,66508,45,U,M,3,12,,L1E,L,D,R,2
11552,LIS,WA,98205,39,U,F,3,,,L1F,L,A,T,2
11553,DCD,CA,90278,3,H,U,2,,,L1F,L,A,U,1
11554,MBC,OTHER,37919,24,H,M,3,12,,L1G,L,B,C,1
11555,HOS,FL,34106,23,U,F,3,,,L4D,L,C,C,1
11556,IMA,OTHER,83605,36,U,F,2,,,L4E,L,C,T,2
11557,IMP,TX,77088,21,H,U,2,,,L3F,L,A,S,3
11558,L01,OTHER,81212,37,H,M,3,,,L4G,L,D,T,2
11559,TIM,MI,48623,40,H,M,3,,Y,L2F,L,B,T,2
11560,AML,CA,94132,22,U,F,2,,,L3G,L,A,C,1
11561,AGR,WA,98144,8,H,M,2,,,L1F,L,A,U,3
11562,EPS,OTHER,85259,34,H,M,2,,,L2F,L,A,T,1
11563,ARG,OTHER,40207,13,H,M,2,,,L1F,L,B,S,1
11564,MAD,CA,95472,34,H,F,3,,,L4E,L,A,T,1
11565,DRK,OTHER,71827,51,U,U,2,12,,L3F,L,D,R,3
11566,SYC,NC,27820,50,U,F,2,,,L1G,L,D,R,3
11567,BHG,FL,32958,40,H,F,3,,,L1F,L,C,T,2
11568,AGR,OTHER,29053,51,U,F,3,,,L3F,L,B,R,3
11569,CAW,FL,33483,23,U,F,3,,,L1F,L,B,C,1
11570,L01,OTHER,86341,31,H,M,2,12,Y,L1G,L,C,C,3
11571,DEL,WI,53154,40,U,F,2,,Y,L3F,L,B,T,2
11572,ACT,IN,47862,51,U,F,3,0,,L1E,L,D,R,3
11573,SYN,MI,48228,9,U,F,2,,,L3E,L,A,U,3
11574,ASC,CA,91601,8,H,M,3,,,L1F,L,A,U,3
11575,,FL,34222,40,H,M,3,,Y,L1G,L,B,R,2
11576,IMP,NC,27615,24,U,F,3,12,,L2G,L,B,C,1
11577,AGR,OTHER,85310,14,U,J,3,,,L3E,L,A,S,1
11578,,MI,48165,40,H,F,2,,,L2G,L,A,T,2
11579,CRG,FL,34471,27,H,M,2,,,L1G,L,C,C,2
11580,HCC,WA,98390,35,U,F,1,,,L1G,L,A,T,1
11581,ATL,GA,31792,35,H,F,2,,,L4E,L,D,T,1
11582,WKB,MI,49224,36,H,F,3,,,L4E,L,C,T,2
11583,FRC,CA,94539,14,H,U,2,,,L1F,L,A,S,1
11584,HHH,OTHER,96797,16,H,F,3,,,L1F,L,B,S,2
11585,CHT,CA,93728,30,H,F,2,,Y,L1F,L,B,C,3
11586,NOR,GA,30127,40,H,M,3,,,L1E,L,A,T,2
11587,AIC,OTHER,29205,25,U,F,3,,,L4D,L,B,C,2
11588,NWF,IL,60558,13,H,F,3,,,L1G,L,A,S,1
11589,MBC,WI,53095,35,U,F,2,,,L4E,L,B,T,1
11590,EPL,CA,94403,2,U,F,3,,,L2F,L,A,U,1
11591,LIS,IL,60515-,13,H,M,3,,,L2E,L,A,S,1
11592,PV3,FL,32210,17,U,F,2,,,L1G,L,B,S,2
11593,MAD,OTHER,87112,12,H,F,3,,,L1F,L,B,S,1
11594,LKE,TX,78248,11,H,F,3,12,,L1F,L,B,S,1
11595,DNA,FL,33484,33,U,M,1,,Y,L3E,L,B,C,3
11596,SGI,FL,33510,27,U,F,2,,,L1F,L,A,C,2
11597,FRC,CA,94087,1,U,F,3,,,L2F,L,A,U,1
11598,LIS,GA,31601-,25,H,F,3,,,L4D,L,C,C,2
11599,RMG,WA,98270,31,H,F,3,,,L1G,L,A,C,3
11600,L02,OTHER,38506,34,H,F,2,12,,L4D,L,D,T,1
11601,STR,OTHER,74136,24,H,M,3,,,L1F,L,B,C,1
11602,HOS,MI,48164,40,U,F,3,,,L4E,L,A,T,2
11603,HHH,IL,60609,10,U,F,3,,,L4D,L,A,U,4
11604,SYN,TX,78124-,6,H,F,3,,,L1F,L,B,U,2
11605,SYN,OTHER,74764,43,U,M,2,,,L4D,L,D,R,2
11606,LIS,CA,94530,2,H,J,3,,,L1F,L,A,U,1
11607,BHG,IL,61107,24,H,M,2,,Y,L1G,L,B,C,1
11608,MBC,GA,30266,49,U,F,3,,,L3E,L,A,R,2
11609,IMP,NC,28262,35,U,M,3,,,L1F,L,B,T,1
11610,HCC,IN,47446,43,H,M,2,,Y,L1F,L,D,R,2
11611,WRG,OTHER,72714,28,H,M,3,,,L1G,L,C,C,2
11612,EAR,OTHER,29710,35,U,F,3,,,L1E,L,B,T,1
11613,USB,IL,60030,26,U,M,1,,,L4D,L,A,C,2
11614,NAS,CA,94566,13,H,F,3,,,L1F,L,A,S,1
11615,SYN,CA,91764-,6,U,F,3,,,L1F,L,A,U,2
11616,KNG,OTHER,59102,30,H,F,3,,,L1F,L,C,C,3
11617,ADD,NC,28159,38,U,M,3,,,L2F,L,B,T,2
11618,GRI,NC,28748,43,U,M,2,,Y,L3D,L,C,R,2
11619,DNA,OTHER,80232,18,U,F,3,12,,L4F,L,B,S,2
11620,WKB,IL,61231,45,U,F,3,,,L2F,L,D,R,2
11621,RSC,WI,53215,10,H,M,3,,,L2F,L,B,U,4
11622,CAW,TX,77575,49,H,F,2,,,L3F,L,A,R,2
11623,MCC,TX,77520,30,H,F,3,,,L1E,L,A,C,3
11624,ESN,CA,94803,11,U,F,3,,,L1F,L,A,S,1
11625,AML,OTHER,83014,42,H,M,3,,,L3E,L,D,R,1
11626,ASP,MO,65032-,43,U,F,1,,,L1F,L,C,R,2
11627,L01,FL,34652,16,H,M,3,,,L3E,L,A,S,2
11628,SSS,CA,94102,10,U,F,1,,,L3E,L,A,U,4
11629,L02,OTHER,97206,10,H,F,3,,,L2G,L,B,U,4
11630,L04,IN,47265,43,H,F,3,,,L3F,L,D,R,2
11631,CHT,OTHER,04438-,30,U,,3,,,L1F,L,D,C,3
11632,HOS,OTHER,97206,8,H,F,1,,,L1F,L,B,U,3
11633,CHT,WA,98466,16,H,M,2,,,L2F,L,A,S,2
11634,CWR,CA,90019,8,H,F,2,,,L2F,L,A,U,3
11635,NEX,MI,49855,16,H,J,3,,,L1G,L,C,S,2
11636,BRE,MO,63044,23,H,M,2,,,L1E,L,A,C,1
11637,L01,TX,76116-,25,U,M,3,,,L1F,L,A,C,2
11638,VFW,TX,78538,52,U,F,2,12,,L4D,L,B,R,3
11639,NWN,OTHER,97850,36,H,M,2,,,L3E,L,D,T,2
11640,AGR,WA,98034,15,U,,3,,,L1F,L,A,S,1
11641,EAS,IN,46058,49,U,F,3,,,L1F,L,D,R,2
11642,ASC,FL,32833,51,H,F,3,,,L1F,L,B,R,3
11643,HAN,OTHER,71469,51,H,F,2,,Y,L1F,L,D,R,3
11644,WKB,TX,79601,27,U,F,3,,Y,L1F,L,C,C,2
11645,AML,MI,48837,38,H,M,3,,,L3D,L,B,T,2
11646,WKB,MI,49872,51,U,F,3,,,L2E,L,D,R,3
11647,ARG,CA,92284,36,H,F,3,,,L1F,L,A,T,2
11648,SGI,WA,98548,48,H,F,2,,,L3F,L,D,R,2
11649,IDE,FL,33709,8,H,F,2,,,L3E,L,A,U,3
11650,DCD,OTHER,85749,13,U,F,3,,,L2G,L,B,S,1
11651,NPT,FL,33141,28,U,M,2,,,L1F,L,A,C,2
11652,FRC,TX,78748,12,U,M,3,,,L3E,L,B,S,1
11653,CNT,TX,77080,12,U,M,3,,,L1F,L,A,S,1
11654,MBC,NC,28146,46,H,F,3,,,L3E,L,B,R,2
11655,GAR,TX,77706,27,U,F,3,,,L2F,L,B,C,2
11656,MON,MI,49006,15,H,F,3,,,L3E,L,C,S,1
11657,AML,CA,91206,4,U,M,3,,,L1G,L,A,U,2
11658,AMB,OTHER,96818,13,H,F,3,,,L3D,L,B,S,1
11659,WIS,NC,28139-,36,H,F,2,12,,L4F,L,C,T,2
11660,L02,MI,48124,16,H,M,3,,Y,L1F,L,A,S,2
11661,SSS,FL,33823,33,U,M,3,,,L1G,L,B,C,3
11662,AML,CA,94595,29,U,F,3,,,L1F,L,A,C,2
11663,COS,FL,33175,19,U,M,1,,,L2F,L,A,S,2
11664,ESN,MI,48093,17,U,F,3,,,L1G,L,A,S,2
11665,CNT,WI,54768,53,U,M,1,,,L1F,L,C,R,3
11666,MBC,OTHER,57552,49,H,F,3,,,L1F,L,D,R,2
11667,TPS,IN,46368,27,H,M,3,,,L1G,L,A,C,2
11668,,CA,94402,13,H,F,3,,,L1F,L,A,S,1
11669,MBC,OTHER,67142,53,U,M,1,,,L1F,L,D,R,3
11670,MBC,MO,64057,12,H,M,2,,,L1F,L,B,S,1
11671,CFI,WA,98033,15,U,F,3,,,L2F,L,A,S,1
11672,GPD,IL,61611,39,U,F,3,,,L1G,L,B,T,2
11673,AMB,OTHER,82935,35,H,M,3,,Y,L3E,L,D,T,1
11674,HCC,OTHER,72206,32,H,F,3,,,L1F,L,B,C,3
11675,ALZ,OTHER,73072,22,H,F,3,,,L1F,L,B,C,1
11676,SYN,FL,33461,26,U,F,2,,,L1F,L,B,C,2
11677,AML,IL,60622,7,H,M,3,,,L2E,L,A,U,2
11678,GRI,OTHER,36033,50,U,F,3,,,L1E,L,D,R,3
11679,AML,WA,98310,26,H,F,3,,,L1F,L,C,C,2
11680,LIS,TX,75702,33,U,F,3,,,L1E,L,C,C,3
11681,MCC,IN,47164,43,U,M,3,,,L1G,L,B,R,2
11682,AMB,MI,48706,30,H,F,2,,,L3E,L,B,C,3
11683,PV3,IL,60618,10,H,F,3,,,L2E,L,A,U,4
11684,AMB,IL,61604,28,U,F,3,,,L4D,L,B,C,2
11685,AML,CA,94112,6,H,F,3,,,L1F,L,A,U,2
11686,APL,CA,93108,35,H,F,3,,,L1G,L,B,T,1
11687,DON,OTHER,58203,30,H,F,3,,,L1E,L,C,C,3
11688,SYN,FL,33141,4,U,M,3,,,L4F,L,A,U,2
11689,COS,OTHER,80907,28,H,M,3,,,L4E,L,B,C,2
11690,ENQ,CA,95127,19,H,M,3,2,,L4E,L,A,S,2
11691,AMB,MI,49127,35,H,F,3,,,L1F,L,C,T,1
11692,FIG,CA,94116,2,U,F,3,,,L2E,L,A,U,1
11693,AMB,TX,77581,39,H,F,3,,,L3E,L,A,T,2
11694,LIS,OTHER,29644,39,H,F,3,,,L1E,L,B,T,2
11695,HCC,IN,47201-,36,U,F,3,,,L3E,L,C,T,2
11696,ENQ,MO,64734,43,U,F,3,,,L1E,L,B,R,2
11697,NAS,TX,77535,49,U,F,3,,,L4E,L,A,R,2
11698,,OTHER,50010,22,U,M,1,,,L1G,L,C,C,1
11699,L01,OTHER,68510,12,H,M,3,,Y,L4E,L,C,S,1
11700,NCD,NC,27552,43,H,M,3,,,L2F,L,C,R,2
11701,BHG,TX,78745,20,H,F,3,,,L2F,L,B,S,2
11702,JFY,MI,48080,24,H,F,3,,,L1E,L,A,C,1
11703,RBM,CA,91722,19,H,M,3,,Y,L4F,L,A,S,2
11704,HOS,OTHER,97017,49,U,M,2,,,L1F,L,B,R,2
11705,ASC,CA,95131-,44,H,F,3,0,,L2E,L,A,R,2
11706,DNA,FL,33434,29,U,F,1,,,L4D,L,B,C,2
11707,WKB,MI,48026,21,U,F,2,,,L1E,L,A,S,3
11708,HOS,MI,49412,51,H,F,3,,,L1F,L,D,R,3
11709,SYN,TX,79010,49,H,F,2,,,L1F,L,D,R,2
11710,ARG,FL,33023,21,U,M,1,,Y,L1F,L,A,S,3
11711,CRG,OTHER,83501,27,H,F,3,,,L1F,L,D,C,2
11712,ESN,IL,60016,13,U,F,3,,,L1G,L,A,S,1
11713,DCD,OTHER,99515,22,H,M,2,,,L1F,L,C,C,1
11714,FRC,MI,48708,38,H,F,2,,,L2F,L,B,T,2
11715,NSH,WI,54448,44,H,M,3,,,L1G,L,C,R,2
11716,NAD,OTHER,74964,51,U,F,3,,,L4E,L,D,R,3
11717,HOS,CA,92106,7,H,M,3,,Y,L1F,L,A,U,2
11718,L01,OTHER,37080,43,H,M,3,,Y,L3E,L,B,R,2
11719,COW,CA,95240,44,H,F,3,,Y,L1F,L,B,R,2
11720,HOS,CA,90241,7,U,F,2,,,L1F,L,A,U,2
11721,IMP,OTHER,39701,35,H,M,2,,,L3E,L,C,T,1
11722,LIS,OTHER,56343,53,H,M,3,,Y,L2F,L,D,R,3
11723,AGR,OTHER,37804,37,H,F,2,,,L1G,L,B,T,2
11724,CMT,TX,75160,36,U,M,3,,,L1F,L,A,T,2
11725,CAP,IL,60538,24,H,F,3,,,L1F,L,A,C,1
11726,RMG,WI,54847,45,H,F,2,,,L3E,L,D,R,2
11727,LIS,OTHER,70615,40,H,M,3,,,L3F,L,C,R,2
11728,ASE,CA,92037,13,H,M,3,,,L1F,L,A,S,1
11729,MCC,FL,33617,12,H,F,2,,,L2E,L,A,S,1
11730,AGS,CA,94030,13,H,M,3,,,L1F,L,A,S,1
11731,,IN,47203,38,H,M,3,12,,L3F,L,C,T,2
11732,HHH,IN,46368,27,U,F,3,,,L3F,L,A,C,2
11733,HJR,CA,92107,2,H,M,1,,,L4E,L,A,U,1
11734,BHG,OTHER,55116,11,H,F,3,,,L1F,L,A,S,1
11735,GPS,MI,49262,49,U,M,3,,,L1F,L,D,R,2
11736,MBC,MI,48118,8,H,F,2,,,L3F,L,A,U,3
11737,MBC,FL,34450,28,H,F,2,,,L1G,L,C,C,2
11738,USB,OTHER,70127,12,U,M,3,,,L2F,L,B,S,1
11739,SYN,OTHER,85356,43,U,M,3,,,L2F,L,C,R,2
11740,BBT,OTHER,70043,16,U,M,2,,,L1F,L,B,S,2
11741,ARG,WA,98252,44,U,F,3,,,L3E,L,A,R,2
11742,HHH,OTHER,85614,23,U,M,1,,Y,L1G,L,B,C,1
11743,SYN,IL,60637,8,U,F,3,,,L1F,L,A,U,3
11744,USB,IL,62056,36,H,M,3,,,L1F,L,D,T,2
11745,PPD,FL,32812,12,H,F,3,,,L1F,L,B,S,1
11746,DRK,CA,91345,2,H,F,3,,,L3F,L,A,U,1
11747,AML,TX,76133,13,H,F,3,,,L2F,L,A,S,1
11748,SYN,OTHER,70809,25,U,U,3,,,L4D,L,B,C,2
11749,RMG,OTHER,85223,39,H,F,2,,,L2G,L,C,T,2
11750,BOA,CA,90740,29,U,,3,,,L1G,L,A,C,2
11751,SPG,CA,95129,2,H,F,3,,,L1G,L,A,U,1
11752,DNA,CA,92801,2,H,M,3,,,L3E,L,A,U,1
11753,DRK,NC,27606,15,H,M,1,,Y,L3D,L,B,S,1
11754,L21,TX,76308,29,H,M,3,,Y,L4D,L,C,C,2
11755,ARG,OTHER,55405,11,U,F,1,,,L2G,L,A,S,1
11756,ESN,OTHER,39759,47,H,M,3,,,L4E,L,D,R,2
11757,BHG,IL,60477,18,H,M,2,,,L4E,L,A,S,2
11758,ANT,CA,90049,13,U,,3,,,L1F,L,A,S,1
11759,FGM,TX,75503,28,H,M,3,,,L2E,L,C,C,2
11760,PV3,CA,92116,4,H,F,3,,,L2F,L,A,U,2
11761,L01,IN,46041,36,H,M,2,,Y,L2F,L,D,T,2
11762,MBC,WA,98802,46,U,F,3,,,L2F,L,D,R,2
11763,AMB,GA,30058,40,H,F,3,,Y,L4D,L,A,T,2
11764,WKB,OTHER,71655,43,U,F,3,,,L3D,L,D,R,2
11765,STV,MI,48221,8,U,F,3,,Y,L4F,L,A,U,3
11766,HOS,IL,60148,15,U,F,3,,Y,L1G,L,A,S,1
11767,WKB,WI,54560,46,U,M,3,,,L3G,L,D,R,2
11768,SYN,IN,46342,25,H,F,2,,,L1F,L,A,C,2
11769,AQU,CA,90631,33,H,F,3,,,L2F,L,A,C,3
11770,DRK,CA,95631,44,U,F,3,,,L2E,L,B,R,2
11771,LEO,FL,33880,27,U,F,3,,,L4F,L,B,C,2
11772,IMP,FL,33624,18,U,M,3,,,L3D,L,A,S,2
11773,NPT,NC,28405,40,U,M,3,,,L1F,L,C,T,2
11774,LKE,NC,28210,17,H,F,2,,,L2E,L,B,S,2
11775,SPN,FL,32224,34,U,F,3,,,L1F,L,B,T,1
11776,SPN,OTHER,84109,2,U,M,3,,,L2E,L,B,U,1
11777,LHJ,GA,30217,51,H,F,3,,,L4F,L,D,R,3
11778,MAT,WA,98273-,44,U,F,1,,,L2F,L,C,R,2
11779,FRC,IL,61832,34,U,F,3,,,L1E,L,C,T,1
11780,PRV,OTHER,70114,10,H,F,2,,,L2E,L,B,U,4
11781,CAW,WI,53711,12,H,F,2,,,L2F,L,B,S,1
11782,AML,MI,48458,21,U,F,2,,,L1G,L,B,S,3
11783,MBC,NC,28560-,36,U,F,1,,,L2F,L,C,T,2
11784,ASC,OTHER,59804-,40,U,F,1,12,,L1G,L,C,R,2
11785,AVS,CA,90048,1,U,F,3,,,L4D,L,A,U,1
11786,CHK,MI,48854,11,H,F,3,,,L1F,L,B,S,1
11787,AKM,WA,98028,21,H,M,2,,Y,L1F,L,A,S,3
11788,TX2,TX,75234,15,H,F,2,,,L1F,L,A,S,1
11789,BHG,TX,75082,25,U,F,3,,,L1F,L,A,C,2
11790,RPH,CA,90301,9,U,M,2,,,L1G,L,A,U,3
11791,PV3,FL,33625,30,H,F,2,,,L3E,L,A,C,3
11792,HOS,OTHER,71229,47,H,F,3,,,L1F,L,D,R,2
11793,ARG,TX,77707,27,U,F,3,,,L3F,L,B,C,2
11794,SYN,FL,34608,33,U,M,3,,,L2E,L,A,C,3
11795,ARG,TX,78247,14,H,F,3,,,L4D,L,B,S,1
11796,DRK,OTHER,29301,36,U,F,3,,,L2E,L,B,T,2
11797,MBB,OTHER,73118,20,H,F,3,,,L1E,L,B,S,2
11798,FRC,OTHER,55122,12,H,M,2,,Y,L1G,L,A,S,1
11799,MBC,NC,28715,36,U,F,2,,,L1E,L,C,T,2
11800,CYB,WA,98270,31,U,M,2,,,L1F,L,A,C,3
11801,,CA,94549,14,U,M,3,12,,L2G,L,A,S,1
11802,OVS,TX,76634,48,H,F,3,,,L1G,L,D,R,2
11803,HAN,OTHER,59840,45,U,F,3,,,L1E,L,D,R,2
11804,OLY,CA,94404,1,H,F,2,12,,L3F,L,A,U,1
11805,HHH,OTHER,80525-,35,U,F,1,,,L2F,L,C,T,1
11806,HAM,OTHER,29715,35,H,F,2,,,L4D,L,B,T,1
11807,GPS,GA,30258,51,U,F,3,,,L1F,L,D,R,3
11808,CRG,OTHER,40219,21,H,F,3,,,L1F,L,B,S,3
11809,MBC,WI,54806,41,H,F,3,,,L1G,L,D,T,3
11810,GEN,OTHER,80537,42,U,M,1,,Y,L3E,L,C,R,1
11811,FAR,CA,95451,2,U,M,3,,,L1F,L,C,U,1
11812,GOD,OTHER,96701,13,H,F,2,,,L1F,L,B,S,1
11813,ALZ,FL,33434,29,U,F,1,,,L1F,L,B,C,2
11814,SYN,OTHER,87112,8,U,F,3,,,L1F,L,B,U,3
11815,BAN,OTHER,56686,51,H,F,2,,Y,L1F,L,D,R,3
11816,SYN,FL,33860,24,U,F,3,,,L4D,L,B,C,1
11817,IMP,OTHER,56007,40,H,M,3,,,L1F,L,D,T,2
11818,AMB,OTHER,29403,32,H,F,3,,,L1F,L,B,C,3
11819,PCL,CA,90019,1,H,F,3,,,L3E,L,A,U,1
11820,CNC,GA,30648,49,U,M,3,,,L1F,L,D,R,2
11821,LIS,NC,28562,23,H,M,3,,,L4F,L,C,C,1
11822,WKB,NC,28443,53,U,M,2,,Y,L1F,L,D,R,3
11823,ACS,FL,34748,24,H,F,2,,,L1F,L,C,C,1
11824,CFI,MI,49546,27,U,F,3,,,L1F,L,B,C,2
11825,HHL,CA,95125,2,H,F,2,,Y,L1G,L,A,U,1
11826,DCD,NC,28278,35,H,F,3,,,L1G,L,B,T,1
11827,IMP,OTHER,97420,36,U,F,2,,,L4D,L,C,T,2
11828,ENQ,MO,64132,37,U,F,3,,,L1F,L,B,T,2
11829,HHS,FL,33605,21,U,M,2,,,L1G,L,A,S,3
11830,L04,CA,94605,8,H,F,3,,,L2G,L,A,U,3
11831,HCC,CA,94555,2,H,F,3,,,L2F,L,A,U,1
11832,LHJ,OTHER,97032,44,H,M,3,,Y,L1F,L,B,R,2
11833,SEP,CA,94549-,46,U,U,3,,,L4D,L,A,R,2
11834,MM1,MI,49415,39,U,M,3,,,L3E,L,C,T,2
11835,GUR,CA,95051,2,H,U,3,,,L1F,L,A,U,1
11836,HHC,OTHER,55014,40,H,F,2,,,L1G,L,A,T,2
11837,HFS,OTHER,86003,24,H,M,2,,,L4G,L,C,C,1
11838,LIS,CA,92549,42,U,M,3,,,L2G,L,A,R,1
11839,HHH,CA,95662,8,H,M,1,,,L4D,L,B,U,3
11840,AGR,FL,32561,35,H,F,3,,,L1F,L,B,T,1
11841,ASC,MO,63143,7,U,F,1,,,L1F,L,A,U,2
11842,TPS,TX,75234,20,H,M,3,,,L3E,L,A,S,2
11843,DNA,CA,92069,29,H,F,3,12,,L2F,L,A,C,2
11844,IMP,IN,46360,40,H,M,2,,,L1G,L,A,T,2
11845,DCD,CA,92660,13,U,M,3,12,,L1G,L,A,S,1
11846,BHG,OTHER,39180,49,U,M,3,,,L1G,L,D,R,2
11847,BHG,OTHER,55309,43,U,F,3,,,L2E,L,C,R,2
11848,AGR,NC,28211,23,U,M,3,,,L2F,L,B,C,1
11849,BHG,CA,91505,1,U,F,3,,,L2F,L,A,U,1
11850,SYN,IN,46307,40,H,M,3,12,,L4E,L,A,R,2
11851,WAR,CA,91773,12,H,F,2,,,L4F,L,A,S,1
11852,SGI,MI,48135,8,H,F,2,,,L3E,L,A,U,3
11853,LIS,OTHER,40502,22,U,M,3,,,L1F,L,B,C,1
11854,NAS,NC,28081,36,U,M,2,,,L1F,L,B,T,2
11855,MCO,OTHER,89110,8,U,F,3,,,L2G,L,B,U,3
11856,UBA,FL,33549,12,U,F,3,,,L3E,L,A,S,1
11857,FRC,IL,60423,35,H,M,3,,,L3E,L,A,T,1
11858,AML,OTHER,89512,27,H,M,2,,,L2F,L,B,C,2
11859,WRG,OTHER,87505,23,H,F,3,,,L2F,L,C,C,1
11860,WKB,TX,78659,49,U,F,3,,,L3E,L,D,R,2
11861,BRY,OTHER,89134,4,U,F,3,,,L1E,L,B,U,2
11862,SYN,CA,95966,40,H,F,1,,,L1F,L,C,T,2
11863,HFS,CA,96023,53,H,F,2,,,L1E,L,D,R,3
11864,MM3,WI,53072,34,U,M,3,,,L1F,L,B,T,1
11865,BHG,IN,47978,45,U,M,2,,,L1E,L,D,R,2
11866,SYN,OTHER,36877,39,H,M,2,,,L2F,L,C,T,2
11867,AIC,MI,49444,30,H,F,3,12,,L3E,L,C,C,3
11868,L16,OTHER,97321,35,H,F,3,,Y,L3E,L,C,T,1
11869,BHG,OTHER,59701,38,H,F,3,,,L1F,L,D,T,2
