OSOURCE,STATE,ZIP,CLUSTER,HOMEOWNR,GENDER,DATASRCE,SOLIH,VETERANS,RFA_2,RFA_2R,GEOCODE2,DOMAIN_A,DOMAIN_B
STL,TX,77404,40.0,U,F,2.0,,,L1F,L,D,T,2
PME,OTHER,39073,49.0,H,M,2.0,,,L1F,L,B,R,2
MB1,GA,30528,46.0,U,M,0,,,L1G,L,D,R,2
FRC,CA,95337,40.0,U,F,3.0,,,L1G,L,B,R,2
WKB,IN,47130,16.0,H,F,2.0,12.0,,L2F,L,B,S,2
GUR,CA,92220,37.0,H,F,3.0,,,L1F,L,A,T,2
MBC,WA,99212,25.0,U,M,1.0,,,L1F,L,B,C,2
MON,TX,76626-,45.0,U,F,0,,Y,L4D,L,D,R,2
SYN,NC,28787,36.0,U,F,2.0,12.0,,L1F,L,C,T,2
CWR,GA,30058,24.0,H,F,3.0,,,L2G,L,A,C,1
L02,TX,77079,19.0,U,M,2.0,,,L4F,L,A,S,2
FRC,OTHER,29686,24.0,H,F,3.0,,,L4G,L,C,C,1
SYN,IL,60426,21.0,U,M,2.0,,,L1F,L,A,S,3
FLD,OTHER,73570,45.0,U,F,0,,,L2F,L,D,R,2
L01,FL,33905,28.0,H,M,3.0,12.0,,L1G,L,B,C,2
KEN,OTHER,73401,34.0,U,M,0,,,L3F,L,D,T,1
TPS,FL,32809,16.0,U,F,0,,,L2F,L,B,S,2
ANN,IL,60172,24.0,U,,0,,,L1E,L,A,C,1
BHG,TX,75505,43.0,H,M,2.0,,,L3E,L,C,R,2
AMB,OTHER,85351,29.0,U,,0,,,L1F,L,A,C,2
GOD,OTHER,73460,43.0,U,F,3.0,,,L3E,L,D,R,2
WAR,OTHER,69153,45.0,H,M,3.0,,,L1F,L,D,R,2
FGM,OTHER,59840,45.0,H,M,2.0,12.0,,L3E,L,D,R,2
SUN,TX,78130,40.0,H,F,3.0,,,L4E,L,B,T,2
DRK,CA,90210,13.0,H,F,3.0,12.0,,L3F,L,A,S,1
GRI,MI,49646,51.0,H,U,2.0,,,L4E,L,D,R,3
ESN,OTHER,73150,35.0,H,M,3.0,,,L1G,L,B,T,1
AGR,TX,75104,17.0,U,M,0,,,L1F,L,A,S,2
HCC,FL,34145,35.0,U,,0,,,L1F,L,C,T,1
MBC,WA,99161,46.0,U,M,2.0,,,L1G,L,D,R,2
L02,IN,46763,44.0,H,F,3.0,,,L1F,L,B,R,2
PV3,OTHER,36207,40.0,H,M,3.0,,,L2E,L,C,R,2
GPS,OTHER,41472,51.0,U,M,3.0,,,L1F,L,D,R,3
PGR,OTHER,38402,41.0,U,,0,,,L4D,L,C,T,3
USS,MI,49425,51.0,U,M,2.0,12.0,,L1E,L,C,R,3
HHH,TX,77023,10.0,H,M,3.0,,,L1F,L,A,U,4
SUN,OTHER,55410,2.0,H,F,3.0,,,L3D,L,A,U,1
ASC,WI,53968,53.0,U,F,2.0,,Y,L1E,L,D,R,3
L01,CA,94002-,36.0,U,F,2.0,,,L3E,L,A,T,2
YKA,CA,96108,46.0,H,F,3.0,,,L1F,L,D,R,2
HOS,CA,91765,12.0,H,F,3.0,,,L2F,L,A,S,1
DRK,MI,49858,27.0,H,M,3.0,,,L1G,L,D,C,2
L01,OTHER,29072,35.0,H,F,3.0,,Y,L3F,L,B,T,1
CAW,OTHER,80904,16.0,U,,0,,,L4E,L,B,S,2
HER,IN,46580,40.0,H,M,3.0,,,L1E,L,C,T,2
SYN,CA,95817,3.0,H,J,3.0,,Y,L1G,L,B,U,1
L13,GA,30024,44.0,H,M,3.0,,Y,L1G,L,A,R,2
AMB,TX,77627,28.0,H,F,2.0,,,L4D,L,B,C,2
HCC,OTHER,85367,40.0,H,F,3.0,,,L1F,L,C,R,2
MCC,OTHER,38860,50.0,H,F,2.0,,,L3F,L,D,R,3
HOS,CA,94583,3.0,H,F,2.0,,,L4G,L,A,U,1
HAN,OTHER,85015,5.0,H,F,3.0,,,L3F,L,A,U,2
L01,CA,92240,28.0,H,M,3.0,,,L1F,L,A,C,2
AML,IL,60441,35.0,H,F,1.0,,,L3E,L,A,T,1
BHG,IL,60515,5.0,H,M,3.0,,,L2F,L,A,U,2
CWR,IN,46234,39.0,U,F,0,,,L1F,L,B,T,2
BHG,TX,78124-,49.0,U,M,1.0,,,L4G,L,B,R,2
STV,OTHER,71360,49.0,H,M,3.0,,,L2G,L,C,R,2
HCC,OTHER,88310,35.0,H,F,3.0,,,L1F,L,D,T,1
KNG,IL,60922,49.0,H,F,3.0,,,L3F,L,C,R,2
ARG,FL,33914,27.0,H,F,3.0,,,L1F,L,B,C,2
RPH,FL,33026,12.0,H,F,3.0,,,L1F,L,A,S,1
MBC,OTHER,55335,53.0,H,M,2.0,,,L3D,L,D,R,3
MBC,OTHER,74063,40.0,H,F,3.0,,,L3D,L,B,T,2
SYN,TX,75209,3.0,U,F,0,,,L1F,L,A,U,1
AML,IL,60546,3.0,H,M,3.0,12.0,,L2E,L,A,U,1
HOS,WA,98422,18.0,H,U,3.0,,,L3G,L,A,S,2
MCC,OTHER,14075,34.0,U,F,3.0,,,L1F,L,B,T,1
TVH,FL,33914,27.0,H,M,3.0,,,L4F,L,B,C,2
HOW,FL,33606,1.0,H,F,3.0,,Y,L1E,L,A,U,1
L06,IN,46403,31.0,U,F,3.0,,,L1F,L,A,C,3
ARG,IL,60073,27.0,U,M,3.0,,,L1G,L,A,C,2
KEN,CA,94588,24.0,U,M,0,,,L1G,L,A,C,1
L04,CA,90501,12.0,U,F,2.0,,,L1F,L,A,S,1
DNA,CA,91302,14.0,H,M,2.0,12.0,,L1F,L,A,S,1
STR,OTHER,29645,43.0,H,F,3.0,,,L2E,L,C,R,2
ANT,OTHER,82520,39.0,U,F,3.0,,,L4E,L,D,T,2
BHG,FL,34653,33.0,H,F,3.0,,,L4E,L,A,C,3
ARB,MO,64465,49.0,U,M,2.0,,,L1G,L,D,R,2
IMP,FL,32904-,16.0,U,M,2.0,12.0,,L2G,L,B,S,2
APP,WI,53029,40.0,H,M,3.0,,,L1F,L,B,T,2
NAS,GA,30091,21.0,U,M,2.0,12.0,,L4E,L,A,S,3
LIS,TX,78873,53.0,H,F,2.0,12.0,,L1E,L,D,R,3
DBL,OTHER,38017,40.0,U,M,0,,,L4E,L,B,T,2
SLF,CA,94618,3.0,H,F,2.0,,,L1F,L,A,U,1
DEL,WA,98058,17.0,U,F,0,,,L1G,L,A,S,2
DNA,OTHER,70808,22.0,U,M,3.0,,,L1G,L,B,C,1
DUR,NC,27703,40.0,H,F,3.0,,,L1F,L,B,T,2
ASC,GA,31803,50.0,U,F,0,,,L1F,L,D,R,3
AVN,CA,92335,21.0,H,F,2.0,,,L2G,L,A,S,3
UCA,IL,60565,14.0,H,F,3.0,,,L1F,L,A,S,1
AGR,FL,32837,35.0,U,M,0,,,L1F,L,B,T,1
AML,OTHER,55904,30.0,H,F,3.0,12.0,,L1E,L,C,C,3
TPS,OTHER,80919,16.0,U,F,0,,,L1F,L,B,S,2
HCC,CA,94568,24.0,U,M,0,,,L4D,L,A,C,1
L01,FL,33570,53.0,H,M,3.0,,Y,L3E,L,A,R,3
AMB,OTHER,81503,35.0,H,M,2.0,,Y,L2E,L,C,T,1
NHB,OTHER,68402-,44.0,U,M,2.0,,,L3F,L,C,R,2
ESN,OTHER,59520,46.0,U,F,2.0,,,L1G,L,D,R,2
AML,CA,95682,35.0,U,M,0,,,L3E,L,B,T,1
MCC,WA,98056,14.0,H,F,3.0,,Y,L1G,L,A,S,1
HCC,WA,98908,39.0,U,M,0,,,L3F,L,C,T,2
ENQ,OTHER,89127,31.0,U,M,0,,,L4D,L,B,C,3
DRK,OTHER,66611,22.0,U,F,3.0,,Y,L1E,L,C,C,1
AML,WA,98056,17.0,H,M,3.0,,,L2E,L,A,S,2
AML,OTHER,68005-,11.0,U,F,2.0,,,L1F,L,B,S,1
RPH,MI,48301,21.0,U,,0,,,L1F,L,A,S,3
CWR,MI,48390,18.0,H,F,2.0,,,L3E,L,A,S,2
,MO,65233-,40.0,H,M,2.0,,,L4E,L,D,R,2
CWR,WA,98390,39.0,H,M,3.0,,Y,L4E,L,A,T,2
MBC,CA,95133,12.0,U,M,0,,,L1F,L,A,S,1
IMP,CA,91910,29.0,H,M,1.0,,,L1E,L,A,C,2
AML,CA,95136,2.0,U,M,0,12.0,,L1F,L,A,U,1
TYL,FL,33155,8.0,U,M,0,,Y,L3E,L,A,U,3
RMG,OTHER,89121,3.0,H,M,3.0,,Y,L3G,L,B,U,1
ANT,IL,61072,44.0,H,F,3.0,,,L4D,L,B,R,2
L21,OTHER,52402,24.0,U,M,0,,,L2F,L,C,C,1
DCD,OTHER,74344,40.0,U,F,3.0,,Y,L4E,L,D,R,2
MBC,TX,76550,51.0,U,M,1.0,12.0,,L4E,L,D,R,3
IMA,OTHER,87002,36.0,U,F,0,,,L1G,L,D,T,2
HHH,TX,75241,32.0,H,F,2.0,,,L3E,L,A,C,3
AMB,IL,60619,5.0,H,F,3.0,,,L1F,L,A,U,2
PCL,OTHER,84501,49.0,U,M,0,,,L1F,L,D,R,2
CSM,WA,98072,35.0,H,F,3.0,,,L2F,L,A,T,1
BHG,IL,60056,19.0,H,F,2.0,,,L1F,L,A,S,2
ESN,CA,94801,11.0,H,M,3.0,,,L1F,L,A,S,1
IMP,OTHER,18901,40.0,H,M,3.0,,,L3D,L,A,R,2
CWR,IL,60619,8.0,H,F,3.0,12.0,,L4E,L,A,U,3
AMU,OTHER,85614,23.0,H,F,3.0,,Y,L4D,L,B,C,1
ARG,OTHER,81212,36.0,U,M,3.0,,,L1F,L,D,T,2
FRC,GA,30152,40.0,H,F,1.0,,,L1F,L,A,R,2
AML,IL,62236,40.0,U,M,3.0,,,L3E,L,A,T,2
MBC,IN,46229,18.0,H,M,3.0,,,L1F,L,B,S,2
ASC,OTHER,89444,46.0,H,M,3.0,,,L2G,L,D,R,2
SSS,OTHER,52645,43.0,U,F,2.0,,,L3E,L,D,R,2
MBC,NC,28173,35.0,U,,0,,,L3G,L,B,T,1
OMH,CA,90026,7.0,U,M,2.0,,,L4D,L,A,U,2
LEE,OTHER,87501,34.0,U,F,3.0,,,L3G,L,C,T,1
CWR,CA,93121,15.0,U,F,0,,,L3F,L,B,S,1
ASC,WI,53704,20.0,U,F,1.0,,,L4E,L,B,S,2
CNT,MO,63049,39.0,H,M,2.0,,,L2G,L,A,T,2
FRC,FL,32225,40.0,U,M,0,12.0,,L3E,L,B,R,2
SPN,CA,92069,20.0,U,,0,,,L1F,L,A,S,2
HHH,OTHER,74012,18.0,H,F,3.0,,,L2F,L,B,S,2
MM1,OTHER,29651,34.0,H,M,2.0,,Y,L3F,L,B,T,1
ASC,IL,60193,24.0,H,F,2.0,,,L1E,L,A,C,1
SSS,OTHER,97294,40.0,U,F,0,,,L2F,L,B,R,2
HOW,FL,33463,21.0,H,F,2.0,,,L1F,L,B,S,3
,IL,60629,5.0,U,,0,12.0,,L1F,L,A,U,2
FRN,CA,93523-,51.0,U,F,1.0,,,L1F,L,B,R,3
HOS,OTHER,67054,45.0,U,F,3.0,,,L1F,L,D,R,2
LIS,MI,49546,13.0,U,M,2.0,,,L1G,L,B,S,1
DBL,CA,93101,2.0,H,M,3.0,,Y,L2F,L,B,U,1
STR,OTHER,73632,45.0,U,F,2.0,,Y,L3F,L,D,R,2
MBC,MI,48009,11.0,H,F,1.0,,Y,L2F,L,A,S,1
L01,MI,48134,21.0,U,M,3.0,,,L3F,L,A,S,3
COH,MI,48105,14.0,H,F,2.0,,,L2F,L,A,S,1
ENC,NC,28365,39.0,U,F,3.0,,,L1F,L,C,T,2
L16,IN,46304,40.0,U,M,3.0,,,L3E,L,A,T,2
L01,MO,65661,53.0,H,F,3.0,,,L1F,L,D,R,3
L02,FL,32040,43.0,H,F,2.0,,,L1G,L,D,R,2
EP1,FL,33308,23.0,H,F,3.0,12.0,,L1G,L,A,C,1
FIV,OTHER,81326,49.0,H,M,2.0,,,L1F,L,D,R,2
ASC,CA,93610,45.0,H,M,2.0,,,L2E,L,C,R,2
MB1,OTHER,85232,48.0,H,F,3.0,,,L2F,L,C,R,2
MSD,IL,60123,26.0,U,F,3.0,,,L2G,L,A,C,2
TVH,TX,77079,21.0,H,M,2.0,,,L2F,L,A,S,3
FRC,TX,75020,41.0,H,F,2.0,,,L1F,L,C,T,3
IMP,IN,46204,10.0,H,M,3.0,,,L1G,L,B,U,4
CFI,OTHER,39440,34.0,H,F,3.0,,,L1G,L,C,T,1
DNA,WI,54656-,49.0,U,F,0,,,L3F,L,D,R,2
L01,CA,91801,7.0,H,M,3.0,,,L1F,L,A,U,2
HSP,IN,47850,49.0,U,F,3.0,,,L2F,L,D,R,2
TVH,IL,60083,35.0,U,F,3.0,,,L3E,L,A,T,1
SPR,WA,98284-,2.0,H,F,2.0,,,L1F,L,C,U,1
HHH,WA,98011,11.0,H,M,2.0,,,L1F,L,A,S,1
SYN,CA,90604,19.0,U,F,0,,,L2F,L,A,S,2
ASE,TX,77471,49.0,U,F,2.0,,,L1F,L,A,R,2
TIM,IL,60191,12.0,U,F,0,,,L1F,L,A,S,1
BHG,CA,93422,36.0,U,F,0,,,L3E,L,C,T,2
CFI,MI,49330,39.0,H,F,2.0,,,L1F,L,B,T,2
L16,WI,53014,48.0,H,F,1.0,,Y,L3E,L,B,R,2
SPN,OTHER,55060,38.0,H,M,3.0,,,L1F,L,D,T,2
SSC,OTHER,82725,46.0,U,F,3.0,,,L1F,L,D,R,2
SYN,MO,64050,16.0,H,F,2.0,,,L4E,L,B,S,2
L01,CA,93003,17.0,U,F,0,,,L4D,L,A,S,2
SYN,IN,46229,17.0,U,M,0,12.0,Y,L4E,L,B,S,2
WMD,NC,27701,32.0,U,U,3.0,,,L4G,L,B,C,3
WKB,FL,32726,36.0,U,F,3.0,,,L2F,L,C,T,2
SYN,FL,34235,28.0,H,F,3.0,,Y,L2G,L,B,C,2
GPS,GA,31745,47.0,U,U,2.0,,,L1F,L,D,R,2
AGR,MI,48322,11.0,H,F,2.0,,,L1F,L,A,S,1
L01,IN,47905,49.0,H,M,3.0,,,L1F,L,C,R,2
PRV,FL,32404,30.0,U,F,0,,,L1F,L,C,C,3
L02,OTHER,71901,41.0,H,F,3.0,,,L1G,L,C,T,3
FRC,MI,48185,17.0,U,F,2.0,,,L1F,L,A,S,2
ANT,OTHER,69153,46.0,H,F,3.0,,Y,L2F,L,D,R,2
DDA,CA,90275,40.0,U,F,0,,,L1E,L,A,R,2
CAP,MO,63537,53.0,U,F,3.0,,Y,L2F,L,D,R,3
COS,IL,60181,12.0,U,M,0,,,L1F,L,A,S,1
MCO,OTHER,39507,47.0,U,,0,,,L1F,L,C,R,2
CWR,WA,98021,12.0,U,F,0,,,L1F,L,A,S,1
SHM,CA,94112-,11.0,U,F,0,,,L2F,L,A,S,1
IMA,FL,34997,29.0,H,U,3.0,,,L1G,L,B,C,2
L15,MI,49010,36.0,H,M,3.0,,,L2F,L,C,T,2
VIK,OTHER,55406,9.0,H,F,2.0,,,L2F,L,A,U,3
AML,TX,78223,43.0,U,F,3.0,,,L1F,L,B,R,2
DNA,CA,94019,35.0,H,M,2.0,,,L1F,L,A,T,1
NAS,FL,32244,18.0,H,M,3.0,,,L2F,L,B,S,2
PHO,MO,64037,46.0,U,F,3.0,,,L2E,L,B,R,2
MAD,OTHER,85242,44.0,H,F,3.0,,,L2F,L,A,R,2
NSH,CA,95351,21.0,H,M,3.0,,,L2F,L,B,S,3
AML,CA,94301,13.0,U,F,2.0,,,L1F,L,A,S,1
LAN,CA,90043,5.0,H,F,3.0,,,L1F,L,A,U,2
NWN,TX,77479,12.0,H,F,3.0,,,L3F,L,A,S,1
BHG,OTHER,97426,39.0,H,M,2.0,,,L2G,L,B,T,2
MBC,OTHER,71913,24.0,H,M,3.0,,,L1F,L,C,C,1
APP,CA,95822,13.0,U,F,3.0,,,L2F,L,B,S,1
STR,FL,32818,16.0,U,F,3.0,,,L4E,L,B,S,2
MBC,FL,32776,49.0,U,,0,,,L2F,L,C,R,2
BHG,OTHER,97211-,21.0,H,M,2.0,,,L4E,L,B,S,3
ESN,IL,61533,43.0,H,F,2.0,,Y,L4D,L,B,R,2
APP,WA,98339,42.0,U,,0,12.0,,L1F,L,D,R,1
SPN,FL,32537,43.0,H,M,2.0,12.0,,L4F,L,C,R,2
CRG,MI,48048,41.0,U,F,2.0,,,L4F,L,A,T,3
NFB,IL,60091,13.0,U,,0,,,L1F,L,A,S,1
DNA,OTHER,82414,40.0,U,F,2.0,12.0,,L2F,L,D,R,2
CNT,MO,63128,11.0,H,M,3.0,,,L1F,L,A,S,1
L01,CA,95621,5.0,H,M,2.0,,,L3E,L,B,U,2
FRC,IL,60047,11.0,H,F,3.0,,,L2E,L,A,S,1
DRL,CA,95376,12.0,U,F,0,,,L3F,L,B,S,1
HOS,IN,46060-,17.0,U,F,2.0,,,L3F,L,B,S,2
IMP,TX,75501,39.0,H,M,3.0,,,L2E,L,C,T,2
DRK,OTHER,87701,49.0,H,F,2.0,,,L1F,L,D,R,2
LEE,CA,94121,3.0,U,M,3.0,,,L1G,L,A,U,1
HCC,MI,48532,11.0,H,F,2.0,,,L4F,L,B,S,1
IMP,CA,93063,14.0,H,M,3.0,,,L1G,L,A,S,1
IMP,CA,93245,35.0,H,M,3.0,,,L1F,L,C,T,1
GRI,CA,91950,10.0,H,F,1.0,,,L4F,L,A,U,4
IMP,WI,54130,40.0,U,M,0,,,L1F,L,B,T,2
PV3,OTHER,80631,26.0,U,F,3.0,,,L2E,L,C,C,2
MBC,OTHER,38018,35.0,U,F,1.0,,,L1G,L,B,T,1
AMB,CA,92843,7.0,U,M,0,,,L2E,L,A,U,2
L15,WA,98686,18.0,H,M,2.0,,,L2F,L,B,S,2
AQU,TX,76266,49.0,U,F,2.0,,,L4D,L,A,R,2
NSH,WA,98122,4.0,U,M,3.0,,,L1F,L,A,U,2
NAS,CA,92651,15.0,U,,0,,,L3F,L,A,S,1
DRK,TX,76006,24.0,H,M,3.0,,,L1F,L,A,C,1
ARG,WA,98405,8.0,H,F,3.0,,,L1G,L,A,U,3
AML,WA,98023,18.0,U,M,3.0,,,L3F,L,A,S,2
MBC,MI,48604,30.0,H,M,3.0,,Y,L3E,L,B,C,3
APP,OTHER,96707,34.0,H,F,1.0,,,L2F,L,B,T,1
GUR,OTHER,40503,16.0,H,M,3.0,,,L1E,L,B,S,2
STR,OTHER,40228,21.0,U,F,1.0,,,L3G,L,B,S,3
SYN,CA,92801,7.0,H,F,3.0,,Y,L4D,L,A,U,2
HAN,WA,98043,12.0,H,F,3.0,,,L1G,L,A,S,1
STL,TX,77056,27.0,U,F,0,,,L2F,L,A,C,2
ARG,CA,93720,11.0,H,F,1.0,,,L1G,L,B,S,1
PRV,CA,92130,11.0,H,M,1.0,,,L1G,L,A,S,1
DCD,IN,47904,27.0,H,M,3.0,,,L1F,L,C,C,2
ESN,NC,28147,40.0,U,M,3.0,,,L1G,L,B,R,2
AML,CA,95540,37.0,H,F,3.0,,,L3E,L,C,T,2
ANT,OTHER,74063-,39.0,H,F,1.0,,,L1E,L,B,T,2
HOS,OTHER,87532,39.0,U,F,1.0,,,L1F,L,D,T,2
PLU,WA,98335-,40.0,U,F,3.0,,,L2F,L,A,R,2
RCW,CA,95127-,19.0,H,M,3.0,12.0,,L1F,L,A,S,2
,TX,75007,14.0,H,M,2.0,,,L1G,L,A,S,1
HHH,CA,91977,18.0,U,,0,,,L2F,L,A,S,2
ARG,OTHER,29302,38.0,U,M,0,12.0,,L4D,L,B,T,2
L01,OTHER,50317,41.0,H,F,3.0,,,L4E,L,B,T,3
L25,OTHER,80751,28.0,U,F,3.0,,,L2F,L,D,C,2
SYC,OTHER,89403,49.0,U,F,1.0,,,L4F,L,D,R,2
FGM,NC,28469,51.0,U,M,0,,,L1E,L,C,R,3
USB,OTHER,85710,20.0,U,M,2.0,,,L2F,L,B,S,2
IMA,FL,33908,26.0,H,F,3.0,,,L1F,L,B,C,2
SYN,CA,92122,11.0,U,F,3.0,,Y,L1F,L,A,S,1
HOS,OTHER,71019,50.0,H,F,2.0,,,L1F,L,D,R,3
DUR,OTHER,55406,8.0,H,U,3.0,,,L1F,L,A,U,3
FRC,MO,64021,45.0,U,F,2.0,,,L4D,L,B,R,2
STV,OTHER,72764,36.0,U,M,0,,,L4E,L,C,T,2
L21,CA,93110,26.0,U,M,1.0,,,L1G,L,B,C,2
USB,OTHER,40272,21.0,U,M,0,,Y,L1F,L,B,S,3
TYL,OTHER,70114,5.0,H,F,2.0,,,L1F,L,B,U,2
NAM,NC,28326,49.0,U,M,3.0,,,L1F,L,C,R,2
DCD,NC,28502,41.0,U,M,0,,,L1G,L,C,T,3
GPS,NC,27804,28.0,H,F,3.0,,,L4D,L,C,C,2
MWD,TX,78251,12.0,H,M,3.0,,Y,L1F,L,B,S,1
CHT,OTHER,80482,42.0,H,F,2.0,,,L1G,L,D,R,1
MBC,TX,79015-,27.0,H,M,3.0,,,L1F,L,C,C,2
HOS,NC,28701,49.0,H,F,3.0,,,L4D,L,C,R,2
BRY,MI,49690,42.0,H,F,3.0,,,L2E,L,C,R,1
HCC,OTHER,70601-,39.0,U,F,0,,,L2G,L,C,T,2
L11,OTHER,55307,49.0,H,M,2.0,,,L4F,L,D,R,2
BHG,CA,95135,13.0,H,M,3.0,,Y,L2G,L,A,S,1
ASE,IL,60964,50.0,H,M,2.0,,Y,L1F,L,C,R,3
BLV,FL,33024,20.0,H,F,2.0,,,L1F,L,A,S,2
CAW,OTHER,29640,36.0,H,F,3.0,,,L3F,L,B,T,2
DBD,OTHER,80220,15.0,U,F,0,,,L1G,L,B,S,1
HJR,CA,90710,13.0,H,U,2.0,,,L1F,L,A,S,1
SYN,OTHER,97424-,48.0,U,,0,,,L1F,L,B,R,2
STR,FL,34473,28.0,H,M,1.0,,,L1E,L,C,C,2
SYN,FL,34609,37.0,U,,0,,,L1G,L,A,T,2
HHH,FL,33068,6.0,H,F,2.0,,,L1G,L,A,U,2
DRK,WA,98446,40.0,H,F,2.0,,,L1F,L,A,T,2
MCC,CA,91362,24.0,H,F,2.0,,,L1F,L,A,C,1
HOS,FL,33415,20.0,H,F,3.0,,,L1F,L,B,S,2
HOW,IL,61872,49.0,H,M,2.0,,Y,L2E,L,C,R,2
DEL,OTHER,38053,39.0,H,M,3.0,,,L1G,L,B,T,2
UBA,FL,33135,6.0,U,M,0,,,L1F,L,A,U,2
BHG,MI,49201,27.0,H,F,3.0,,,L3D,L,C,C,2
HHH,NC,28052,39.0,U,M,1.0,12.0,,L2G,L,B,T,2
TLB,CA,92660,15.0,H,M,3.0,,Y,L3G,L,A,S,1
L04,TX,78404,3.0,H,F,2.0,,,L1G,L,B,U,1
CNC,WA,98155,14.0,H,F,3.0,,,L1G,L,A,S,1
BHG,OTHER,40444,49.0,H,M,3.0,,,L3D,L,D,R,2
L04,FL,33317,14.0,H,F,3.0,,,L1G,L,A,S,1
IMP,FL,34990,42.0,H,M,3.0,,Y,L1G,L,B,R,1
AML,MO,65548,53.0,U,M,1.0,,,L4D,L,D,R,3
HFS,OTHER,74728-,50.0,U,M,2.0,,,L1E,L,D,R,3
GLP,TX,77081,9.0,U,F,3.0,,Y,L1F,L,A,U,3
L16,OTHER,71291,42.0,H,M,2.0,,,L1F,L,C,R,1
TRO,OTHER,87111,2.0,H,M,3.0,,,L1F,L,B,U,1
NAS,FL,33615,20.0,H,F,3.0,,,L1F,L,A,S,2
PME,OTHER,66212,17.0,U,F,1.0,,,L1F,L,B,S,2
SUN,IN,46142,40.0,H,M,2.0,,Y,L2E,L,B,T,2
CNT,CA,92084,14.0,U,M,3.0,,,L1G,L,A,S,1
SCP,MO,65723-,43.0,U,M,3.0,,,L4D,L,D,R,2
DUR,FL,34472,29.0,U,M,1.0,,,L1F,L,C,C,2
ARG,OTHER,70121,5.0,U,F,3.0,,,L1F,L,B,U,2
MAT,CA,94306,11.0,U,,0,,,L1F,L,A,S,1
LHJ,OTHER,67212,35.0,H,M,3.0,,,L1E,L,B,T,1
AML,OTHER,89108,8.0,U,F,2.0,,,L1F,L,B,U,3
DEL,WA,98274,38.0,U,M,3.0,,,L4E,L,C,T,2
MBC,TX,75087,39.0,U,F,0,,,L2E,L,A,T,2
DUR,OTHER,87124,38.0,U,M,3.0,,,L1E,L,C,T,2
NAD,CA,92612,39.0,U,M,3.0,,,L3F,L,A,T,2
MCC,OTHER,37918,39.0,U,F,3.0,,,L1F,L,B,T,2
AML,CA,92069,33.0,U,F,0,,,L1F,L,A,C,3
HOS,TX,77494,47.0,H,F,1.0,,,L1F,L,A,R,2
STV,MI,48219,8.0,H,F,2.0,,,L1G,L,A,U,3
BHG,IN,46807,27.0,H,F,3.0,,,L2E,L,B,C,2
L04,MO,65615,40.0,U,F,2.0,,,L1F,L,D,R,2
OVS,MI,49038,36.0,H,F,3.0,,Y,L1F,L,C,T,2
TX2,NC,28677,41.0,U,F,0,,,L1F,L,C,T,3
MON,WI,53403,10.0,H,F,3.0,,,L1F,L,B,U,4
TVF,OTHER,55961,45.0,U,F,0,,,L1F,L,D,R,2
BRY,WI,54901,27.0,U,F,2.0,,,L3D,L,B,C,2
ARG,OTHER,85710,23.0,U,F,1.0,,,L4F,L,B,C,1
MBC,OTHER,97215,2.0,H,M,3.0,,,L1G,L,B,U,1
BHG,IN,47201,39.0,H,F,3.0,,,L1F,L,C,T,2
ESN,MI,48098,14.0,H,F,3.0,,,L4E,L,A,S,1
MCC,TX,76010,27.0,U,F,3.0,,,L1F,L,A,C,2
HHH,MI,48214,10.0,U,F,3.0,,,L1F,L,A,U,4
MCC,OTHER,67846,49.0,U,M,0,,,L1F,L,D,R,2
AHN,OTHER,29372,43.0,U,M,3.0,,,L1F,L,D,R,2
CWR,TX,78801,36.0,H,M,3.0,,,L4F,L,D,T,2
SYC,OTHER,29841,27.0,H,F,3.0,,,L2G,L,B,C,2
NWF,FL,32301,25.0,H,F,3.0,,,L2E,L,B,C,2
ASK,TX,79705,24.0,H,F,3.0,,,L1G,L,C,C,1
AMB,CA,95051,1.0,U,F,0,,,L4F,L,A,U,1
USB,CA,94555,2.0,U,F,0,,,L2F,L,A,U,1
HOS,MO,65711,53.0,U,M,2.0,,,L4E,L,D,R,3
JFY,OTHER,29624,32.0,H,F,3.0,,,L1F,L,C,C,3
MBC,WI,53226,11.0,H,F,3.0,,Y,L1E,L,B,S,1
SIG,IL,60305,14.0,H,F,3.0,,,L1F,L,A,S,1
BHG,FL,33067,12.0,H,F,3.0,,Y,L1F,L,A,S,1
STR,GA,30005,35.0,H,F,3.0,,,L2E,L,A,T,1
SSS,OTHER,80634,25.0,H,F,3.0,,Y,L1E,L,C,C,2
L04,OTHER,80917,27.0,H,F,3.0,,,L1F,L,B,C,2
AVN,MI,49445,39.0,U,F,3.0,,,L1E,L,C,T,2
RSC,CA,95404,30.0,U,F,1.0,,,L3E,L,A,C,3
FRC,OTHER,97051,41.0,H,M,3.0,,Y,L1E,L,D,T,3
HIL,OTHER,35151,36.0,U,F,3.0,,,L2E,L,C,T,2
ARG,WI,53711,22.0,U,M,1.0,,,L3G,L,B,C,1
UCA,OTHER,97101,44.0,U,M,1.0,,,L1F,L,B,R,2
L04,CA,92069,19.0,H,F,3.0,,,L1F,L,A,S,2
AML,TX,77001,14.0,U,M,0,,,L2F,L,A,S,1
FOS,OTHER,37825,51.0,U,F,0,,Y,L3D,L,D,R,3
ASS,GA,31091-,50.0,U,M,3.0,,,L2F,L,D,R,3
AIC,OTHER,96797,16.0,U,F,0,12.0,,L3E,L,B,S,2
APP,IL,60625,7.0,H,F,2.0,,,L3E,L,A,U,2
